index,review,tagging
9229,"경복궁 사골 곰탕 맛있어서 구입해 봤는데
플라스 특 용기가 다 깨져서 왔어요
두 개 다 깨졌어요 ","{'플라스 특 용기가 다 깨져서 왔어요': '포장/배송', '두 개 다 깨졌어요': '포장/배송'}"
9230,너무 맵지 않고 국물 맛있네요,"{'너무 맵지 않고': '맛/향/풍미', '국물 맛있네요': '맛/향/풍미'}"
9231,해 먹을까하다가 귀찮아서 구매해 봤어요 ,{}
9232,"기름이 많고 짜요 ㅠ
남편은 좋아하네요",{'기름이 많고 짜요': '맛/향/풍미'}
9233,와 이거 진짜 맛있어요 살짝 매콤한데 국물 진하고 딱 좋아요,"{'와 이거 진짜 맛있어요': '맛/향/풍미', '살짝 매콤한데': '맛/향/풍미', '국물 진하고 딱 좋아요': '맛/향/풍미'}"
9234,빨간 국물 좋아하는 남편이 잘 먹어서 냉장고에 쟁여 둡니다,{'냉장고에 쟁여 둡니다': '보관'}
9235,육게 장은 경복궁이 쵝오,{}
9236,후기가 좋아 기대하며 구매했어요,{}
9237,남편이 너무 좋아해요 ㅎ,{}
9238,육개장 중 가장 맛나요,{'육개장 중 가장 맛나요': '맛/향/풍미'}
9239,경복궁 사골 육 계장 좋아요,{'경복궁 사골 육 계장 좋아요': '맛/향/풍미'}
9240,질리는 맛이지만 육개장은 이것만,"{'질리는 맛이지만': '맛/향/풍미', '육개장은 이것만': '맛/향/풍미'}"
9241,"완전 짱  맛예요
근데 건더기가 좀 더 많으면 좋겠어요
그게 좀 아쉬워요","{'완전 짱  맛예요': '맛/향/풍미', '건더기가 좀 더 많으면 좋겠어요': '양', '그게 좀 아쉬워요': '양'}"
9242,얼큰하니 몸에 딱 좋은 맛예요,{'얼큰하니 몸에 딱 좋은 맛예요': '맛/향/풍미'}
9243,진한 육수가 맛있네요  가격은 좀 비싸지만 역시 맛이 다르네요 당면 파 계란 더 넣어 먹어도 맛있어요 ,"{'진한 육수가 맛있네요': '맛/향/풍미', '가격은 좀 비싸지만': '가격', '당면 파 계란 더 넣어 먹어도 맛있어요': '활용 방법'}"
9244,"진한 국물 매콤함이 더해져
맛있어요","{'진한 국물 매콤함이 더해져': '맛/향/풍미', '맛있어요': '맛/향/풍미'}"
9245,둘이 간단히 먹기 좋아요 국물이 맛있네요,"{'둘이 간단히 먹기 좋아요': '활용 방법', '국물이 맛있네요': '맛/향/풍미'}"
9246,"저녁에 주문했는데
밤 12시 조금 넘어 배달됬네요
양도 많아 친정엄마에게 보내 드렸는데 너무 좋아하시네요","{'저녁에 주문했는데': '포장/배송', '밤 12시 조금 넘어 배달됬네요': '포장/배송', '양도 많아': '양', '친정엄마에게 보내 드렸는데 너무 좋아하시네요': '활용 방법'}"
9247,육개장 종류별로 구매하고 있어요,{}
9248,맛 괜찮아요 종종 먹으려구요,{'맛 괜찮아요': '맛/향/풍미'}
9249,"맛이 따
가격 대비 양이 아쉽다","{'맛이 따': '맛/향/풍미', '가격 대비 양이 아쉽다': '가격'}"
9250,"아기가 미역국을 참 좋아하는데 끓여 두지 못할 때도 있거든요
컬리 미역국 구경 하다가 후기에 국물도 진해 보이고 적힌 후기들이 좋아서 구매하게 되었어요

일단 너무 맛있다고 하며 아기가 잘 먹더라고요
저도 먹어 보니 국물이 인위적이지 않고 진했어요
미역도 부드러운데 고기도 너무 두껍지 않게 절단되어 질기지 않았어요
간도 시중에 냉동으로 나오는 다른 미역국처럼 많이 짜지는 않고요 밥과 따로 먹으면 적당히 간 간하고 말아서 먹으면 딱 좋은 정도였어요
어른들도 좋아할 맛이라 가끔 부모님도 사서 드려도 좋을 것 같네요
앞으로 종종 재구매하려고해요","{'아기가 잘 먹더라고요': '양', '국물이 인위적이지 않고 진했어요': '맛/향/풍미', '미역도 부드러운데 고기도 너무 두껍지 않게 절단되어 질기지 않았어요': '맛/향/풍미', '간도 시중에 냉동으로 나오는 다른 미역국처럼 많이 짜지는 않고요': '맛/향/풍미', '밥과 따로 먹으면 적당히 간 간하고 말아서 먹으면 딱 좋은 정도였어요': '맛/향/풍미', '어른들도 좋아할 맛이라 가끔 부모님도 사서 드려도 좋을 것 같네요': '활용 방법', '앞으로 종종 재구매하려고해요': '보관'}"
9251,"고기가 두툼하고 국물이 진해서 좋아요
시중에 있는 미역국 많이 사 먹어 봤는데 제일 괜찮았어요
냉동이라 몇 개 더 주문해서 쟁여두랴구요","{'고기가 두툼하고 국물이 진해서 좋아요': '맛/향/풍미', '제일 괜찮았어요': '맛/향/풍미', '냉동이라 몇 개 더 주문해서 쟁여두랴구요': '보관'}"
9252,"오 깊은 맛
고기도 야들야들
먹어 본 즉석 미역국 중에 최고네요","{'오 깊은 맛': '맛/향/풍미', '고기도 야들야들': '맛/향/풍미', '먹어 본 즉석 미역국 중에 최고네요': '맛/향/풍미'}"
9253,이런 제품들 조미료 맛 나서 잘 안 사는데 이건 진짜 집에서 만든 맛이네요 물도 더 넣을 필요 없고 끓이기만하면 끝이라 편해요 30갤 아이랑 나눠 먹었는데 양도 은근히 많네요,"{'조미료 맛 나서 잘 안 사는데 이건 진짜 집에서 만든 맛이네요': '맛/향/풍미', '물도 더 넣을 필요 없고 끓이기만하면 끝이라 편해요': '활용 방법', '양도 은근히 많네요': '양'}"
9254,"저희 엄마 최애템이에여
맑고 진한 국물에 마냥 흐물거리는 미역이 아니고 
미역 식감이 살아 있어서 좋으시대요","{'저희 엄마 최애템이에여': '보관', '맑고 진한 국물에': '맛/향/풍미', '미역 식감이 살아 있어서 좋으시대요': '맛/향/풍미'}"
9255,아니 그런데 고기에 뭔가 정체 모를 선명한 형광 색 느낌의 빨간 줄이 가 있는데 꺼름칙하네요 한 입 먹고 나온 거라 그 빨간 줄 간 고기만 빼고 먹긴했는데 문제 없는 건지 잘 모르겠어요,"{'고기에 뭔가 정체 모를 선명한 형광 색 느낌의 빨간 줄이 가 있는데 꺼름칙하네요': '맛/향/풍미', '한 입 먹고 나온 거라 그 빨간 줄 간 고기만 빼고 먹긴했는데 문제 없는 건지 잘 모르겠어요': '맛/향/풍미'}"
9256,고기 냄새 나고 짜고  비추비추,"{'고기 냄새 나고': '맛/향/풍미', '짜고': '맛/향/풍미', '비추비추': '맛/향/풍미'}"
9257,저는 맛이 좋은데 울 집 냥반은 너무 크리미하다네요,"{'맛이 좋은데': '맛/향/풍미', '너무 크리미하다네요': '맛/향/풍미'}"
9258,고소하니 맛이 좋아요 따뜻하게 국이 먹고 싶을 때 먹으면 좋아요 한우라 기름끼가 둥둥 떠 있는 것도 아닌 것 같고 전반적으로 고소한 맛이 재구매 의사 있어요,"{'고소하니 맛이 좋아요': '맛/향/풍미', '따뜻하게 국이 먹고 싶을 때 먹으면 좋아요': '활용 방법', '전반적으로 고소한 맛이 재구매 의사 있어요': '맛/향/풍미'}"
9259,부드럽고 미역이 고기도 꽤 많아 좋아요,"{'부드럽고': '맛/향/풍미', '미역이 고기도 꽤 많아 좋아요': '양'}"
9260,맛은 있는데 엄청 맛있는 건 아니고 후추 맛이랑 조미료 맛이 나요 살짝 달달한 미역국,"{'맛은 있는데 엄청 맛있는 건 아니고': '맛/향/풍미', '후추 맛이랑 조미료 맛이 나요': '맛/향/풍미', '살짝 달달한 미역국': '맛/향/풍미'}"
9261,15인분 정도 깊은 맛으로 맛나게 먹었습니다,"{'15인분 정도': '양', '깊은 맛으로 맛나게 먹었습니다': '맛/향/풍미'}"
9262,맛있어서 재구매 집에서 끓인 맛이에요,"{'맛있어서 재구매': '맛/향/풍미', '집에서 끓인 맛이에요': '맛/향/풍미'}"
9263,첫 구매했는데 생각보다 맛있어요 최고네요 ,{}
9264,괜찮아요 가볍게 먹기 좋고 가격 안 쎄서 좋고,"{'괜찮아요': '맛/향/풍미', '가볍게 먹기 좋고': '활용 방법', '가격 안 쎄서 좋고': '가격'}"
9265,한우 미역국  저녁 메뉴 ,{}
9266,짜지 않고 고기도 실하게 들어 있고,"{'짜지 않고': '맛/향/풍미', '고기도 실하게 들어 있고': '양'}"
9267,아이가 너무 좋아해서 샀어영,{}
9268,이거 감칠맛이 좋네요 집에서 끓인 미역국 같고 너무 맛있어요,"{'감칠맛이 좋네요': '맛/향/풍미', '너무 맛있어요': '맛/향/풍미'}"
9269,한우 미역국 풍미가 있고 간도 적당하고 맛 있어요 ,"{'한우 미역국 풍미가 있고': '맛/향/풍미', '간도 적당하고': '맛/향/풍미', '맛 있어요': '맛/향/풍미'}"
9270,소고기도 듬뿍 미역도 듬뿍 훌륭한 미역국 입니다,"{'소고기도 듬뿍 미역도 듬뿍': '양', '훌륭한 미역국 입니다': '맛/향/풍미'}"
9271,한우 미역국 집에서 끓인 맛입니다,{'한우 미역국 집에서 끓인 맛입니다': '맛/향/풍미'}
9272,맛있어요 국물도 진하고 고기도 쫄깃 삽니다 재구매 의사 있어요,"{'맛있어요': '맛/향/풍미', '국물도 진하고': '맛/향/풍미', '고기도 쫄깃 삽니다': '맛/향/풍미', '재구매 의사 있어요': '가격'}"
9273,"맛있어요 양은 작은 듯한 2인분 정도구요 
한 번씩 땡길 때 먹기 좋아요","{'맛있어요': '맛/향/풍미', '양은 작은 듯한 2인분 정도구요': '양', '한 번씩 땡길 때 먹기 좋아요': '활용 방법'}"
9274,한우 라서 구수하고 맛이 좋아요,{'한우 라서 구수하고 맛이 좋아요': '맛/향/풍미'}
9275,미역국을 이렇게 간편하게 먹을 수 있으니 고마운 일이죠,{}
9276,원래 먹던 것 먹어야겠어요,{}
9277,생신 날 데워 드시라고 부모님께 보내 드렸어여,{}
9278,"어머니 생신 때 딱 1 인분만 필요해서
직접 만들면 니 맛도 내 맛도 아닌 맛이 되어 버리는 그래두 고기랑 미역 많이 들구 간도 좋았어요","{'딱 1 인분만 필요해서': '양', '그래두 고기랑 미역 많이 들구': '양', '간도 좋았어요': '맛/향/풍미'}"
9279,한 끼 국으로 좋아요 ,{}
9280,"처음 먹어 봤는데 맛있네요 
진짜 집에서 끓인 거 같아요
저희 집은 2팩으로 3명이 먹으니 딱 좋아요","{'처음 먹어 봤는데 맛있네요': '맛/향/풍미', '진짜 집에서 끓인 거 같아요': '맛/향/풍미', '저희 집은 2팩으로 3명이 먹으니 딱 좋아요': '양'}"
9281,꽁꽁 열려 와서 좋아요 맛있게 먹을께요,"{'꽁꽁 열려 와서 좋아요': '포장/배송', '맛있게 먹을께요': '맛/향/풍미'}"
9282,재 구매한 제품입니다 요즘처럼 에어컨 밑에 많이 있게 되면 뜨끈한 국물 생각나는데 생각보다 미역국 구수하니 맛있어요,"{'재 구매한 제품입니다': '보관', '생각보다 미역국 구수하니 맛있어요': '맛/향/풍미'}"
9283,한우 미역국 집에서 끓인 것처럼 맛있어요,{'한우 미역국 집에서 끓인 것처럼 맛있어요': '맛/향/풍미'}
9284,"미역국 중에 제일 맛있어요
비상으로 하나씩은 냉동실에 꼭 있어요","{'미역국 중에 제일 맛있어요': '맛/향/풍미', '비상으로 하나씩은 냉동실에 꼭 있어요': '보관'}"
9285,한 끼 먹기 딱 좋아요,{}
9286,여러 번 구매 중 좋아요 굳,{}
9287,전에 먹어 보고 맛있어서 또 구매 ,{}
9288,이거 맛있어요 또 구매할게요 ,{}
9289,한우 미역국 첨 주문했는데 괜찮네요,{}
9290,생각하는 그대로의 맛 간편하게 맛있게 한 끼,{}
9291,기대핶던 맛은 아니지만 두 명이 한 끼 적당 급식용 미역국 맛,"{'기대핶던 맛은 아니지만': '맛/향/풍미', '두 명이 한 끼 적당': '양', '급식용 미역국 맛': '맛/향/풍미'}"
9292,가족 모두 미역국을 좋아해서 구매해 봤네요 여름이라 국 끓이기도 덥고 간편히 한 끼 먹을 수 있겠어요,"{'가족 모두 미역국을 좋아해서 구매해 봤네요': '맛/향/풍미', '여름이라 국 끓이기도 덥고 간편히 한 끼 먹을 수 있겠어요': '활용 방법'}"
9293,"몇 달 전부터 울 집 최애 미역국됨
꾸준히 먹는 중입니다",{}
9294,"양은 한 팩에 2인분 정도
튀지 않고 딱 적당한 감칠맛에 함께 들어 있는 고기 양도 적지 않고
미역국 급히 끓여야했는데 시간이 없어서 주문해 봤는데 기대 이상이에요 재주문 생각도 있어요","{'양은 한 팩에 2인분 정도': '양', '딱 적당한 감칠맛에 함께 들어 있는 고기 양도 적지 않고': '양', '기대 이상이에요': '맛/향/풍미', '재주문 생각도 있어요': '보관'}"
9295,간 좋았고 부드럽고 더 시킬 껄 했던 미역국 였어요,"{'간 좋았고': '맛/향/풍미', '부드럽고': '맛/향/풍미', '더 시킬 껄 했던 미역국 였어요': '양'}"
9296,간단하게 아침 식사 하려고 구매,{}
9297,기력이 떨어지는 기분에 주문한 건데 간 간하니 양도 적당하고 맛있네요,"{'간 간하니': '맛/향/풍미', '양도 적당하고': '양'}"
9298,"캠핑 가서
아침으로 간편하게 먹었어요 
간도 딱 좋고
건더기도 푸짐","{'아침으로 간편하게 먹었어요': '활용 방법', '간도 딱 좋고': '맛/향/풍미', '건더기도 푸짐': '양'}"
9299,두 번째 구매 찐하고 맛있어요 굳,{'찐하고 맛있어요': '맛/향/풍미'}
9300,"남도에서 먹었던 진짜 추어탕 먹고 싶어서 시켰어요 
해동하자마자 냄비에 부어 보고 깜짝 놀랐어요
이렇게 푸짐한 건더기가 들어간 추어탕은 첨입니다

찐 남도 추어탕의 찐한 국물인데
특히 남편이 해 장으로 잘 먹고 저도 몸 으슬으슬할 때 보양되고 좋더라고요
날씨가 갑자기 추워지는 요즘 뜨끈하게 끓여서 든든하게 먹고 있습니다

국물이 엄청 걸 죽해서 포장을 보니 추어 함량이 20 래요
묽기만한 다른 추어탕하고는 차원이 다른 보양식입니다
우리 집 쟁여템으로 딱인 추어탕으로 국수도 해 먹고 죽도 해 먹고 다양하게 드셔 보세요 

더 맛있게 먹는 팁
 따로 삶은 소면 칼국수 넣고 먹으면 추어 국수
 밥 넣고 뭉근하게 끓이면 추어 죽
 만두랑 채소 추가해서 가족들 다 같이 먹을 수 있는 추어 전골
 부추 산초 가루 고춧가루 등 추가해서 먹으면 한 그릇 뚝딱이에요","{'이렇게 푸짐한 건더기가 들어간 추어탕은 첨입니다': '양', '찐 남도 추어탕의 찐한 국물인데': '맛/향/풍미', '몸 으슬으슬할 때 보양되고 좋더라고요': '맛/향/풍미', '국물이 엄청 걸 죽해서': '양', '추어 함량이 20 래요': '양', '묽기만한 다른 추어탕하고는 차원이 다른 보양식입니다': '맛/향/풍미', '우리 집 쟁여템으로 딱인 추어탕으로 국수도 해 먹고 죽도 해 먹고 다양하게 드셔 보세요': '활용 방법', '더 맛있게 먹는 팁': '활용 방법', '따로 삶은 소면 칼국수 넣고 먹으면 추어 국수': '활용 방법', '밥 넣고 뭉근하게 끓이면 추어 죽': '활용 방법', '만두랑 채소 추가해서 가족들 다 같이 먹을 수 있는 추어 전골': '활용 방법', '부추 산초 가루 고춧가루 등 추가해서 먹으면 한 그릇 뚝딱이에요': '활용 방법'}"
9301,지인이 진하다고 해서 본 죽 믿고 맛보기로 구매했습니다 우선 찐합니다 찐해 추어 함량 높은 것은 당연하고 우선 조미료 맛이 안 나서 좋았습니다 잡내도 거의 없고  진한 추어탕 좋아하는데 딱이었어요 뜨끈하게 잘 보양했습니다 번창하세요,"{'찐합니다': '맛/향/풍미', '조미료 맛이 안 나서 좋았습니다': '맛/향/풍미', '잡내도 거의 없고': '맛/향/풍미', '진한 추어탕 좋아하는데 딱이었어요': '맛/향/풍미', '뜨끈하게 잘 보양했습니다': '활용 방법'}"
9302,맛있어요 한 봉지면 둘이 먹으니 좋습니다,"{'맛있어요': '맛/향/풍미', '한 봉지면 둘이 먹으니 좋습니다': '양'}"
9303,간도 좋고 먹기 좋아요,{'간도 좋고': '맛/향/풍미'}
9304,"맛은 깔끔한데 일반 식당에서 구매할 때 주는 부추 청양고추 마늘 산초가 없어서 아쉬움이 있네요
산초는 밀 키트에도 넣어 주시면 좋겠습니다","{'맛은 깔끔한데': '맛/향/풍미', '부추 청양고추 마늘 산초가 없어서 아쉬움이 있네요': '맛/향/풍미', '산초는 밀 키트에도 넣어 주시면 좋겠습니다': '맛/향/풍미'}"
9305,미꾸라지 맛이 잘 느껴지는 추어탕이에요,{'미꾸라지 맛이 잘 느껴지는 추어탕이에요': '맛/향/풍미'}
9306,"진하고 고소해서 맛있습니다 
종종 가는 맛 집 추어탕과 비슷해서 앞으로는 굳이 매장 안 가고 이거 쟁일 것 같아요 
시래기도 부드러워서 만족입니다 본 죽이라 사 봤는데 가성비 좋아요 ","{'진하고 고소해서 맛있습니다': '맛/향/풍미', '종종 가는 맛 집 추어탕과 비슷해서 앞으로는 굳이 매장 안 가고 이거 쟁일 것 같아요': '보관', '시래기도 부드러워서 만족입니다': '맛/향/풍미', '가성비 좋아요': '가격'}"
9307,"본 죽이라 믿고 구매했습니다
평소 추어탕 맛집만 찾아다니는 추어탕 마니아 입니다
냄새 전혀 안 나고 강남에 유명 맛집에서 먹는 거랑 똑같네요
건더기도 많아요 다음번엔 들깨 가루 추가해서 먹으려구요
본 죽에서 갈비탕도 나왔던 대 추어탕 성공해서 갈비탕도 먹어 보겠습니다","{'본 죽이라 믿고 구매했습니다': '보관', '평소 추어탕 맛집만 찾아다니는 추어탕 마니아 입니다': '활용 방법', '냄새 전혀 안 나고': '맛/향/풍미', '강남에 유명 맛집에서 먹는 거랑 똑같네요': '맛/향/풍미', '건더기도 많아요': '양', '다음번엔 들깨 가루 추가해서 먹으려구요': '활용 방법', '본 죽에서 갈비탕도 나왔던 대 추어탕 성공해서 갈비탕도 먹어 보겠습니다': '활용 방법'}"
9308,"다른 야채들을 따로 준비해서 넣고 끓여야 더 맛있는 것 같아요
걸쭉하고 조금 짭쪼름 하고요 민물 냄새가 조금 나는 것 같아서 예민하신 분들은 더 잘 느끼실 것 같네요
저는 추어탕 그 특유의 향미를 좋아해서 괜찮긴했어요","{'다른 야채들을 따로 준비해서 넣고 끓여야 더 맛있는 것 같아요': '활용 방법', '걸쭉하고 조금 짭쪼름 하고요': '맛/향/풍미', '민물 냄새가 조금 나는 것 같아서 예민하신 분들은 더 잘 느끼실 것 같네요': '맛/향/풍미', '저는 추어탕 그 특유의 향미를 좋아해서 괜찮긴했어요': '맛/향/풍미'}"
9309,"저녁으로 먹으려고 주문했는데 양이 일단 많아서 좋았어요
국물 이 걸 죽 진한 게 맘에 들었고 부드러운 무청이 많이 들어 있어서 든든하고 건강한 느낌이었네요

집에 들깨 가루 있다면 넣어 먹는 것 추천입니다","{'양이 일단 많아서 좋았어요': '양', '국물 이 걸 죽 진한 게 맘에 들었고': '맛/향/풍미', '부드러운 무청이 많이 들어 있어서 든든하고 건강한 느낌이었네요': '맛/향/풍미', '집에 들깨 가루 있다면 넣어 먹는 것 추천입니다': '활용 방법'}"
9310,"친정 부모임이 집에 놀러 오셔서 요즘 더워서 입맛이 없다길래 끓여 들였더니 국물이 맛있다고 좋아하시네요
걸쭉하고 든든해서 한 끼 식사로 좋아요","{'국물이 맛있다고 좋아하시네요': '맛/향/풍미', '걸쭉하고 든든해서 한 끼 식사로 좋아요': '양'}"
9311,추어탕 덕후라서 식당 있으면 꼭 맛보는데 이것도 맛있어 보여서 사 봄 생각보다 훨씬 맛있고 냉동이지만 진짜 냉동스럽지 않은 맛임 식당에서 파는 것 같음 여기다가 개인적으로 추가로 산초 조금 넣어서 먹으면 더 맛있음 ,"{'추어탕 덕후라서 식당 있으면 꼭 맛보는데': '맛/향/풍미', '생각보다 훨씬 맛있고': '맛/향/풍미', '진짜 냉동스럽지 않은 맛임': '맛/향/풍미', '식당에서 파는 것 같음': '맛/향/풍미', '여기다가 개인적으로 추가로 산초 조금 넣어서 먹으면 더 맛있음': '활용 방법'}"
9312,"걸쭉한데 부드럽고 너무 자극적이진 않으면서
몸이 좋아지는 맛이에요
사실 보신도 보신이지만 전 맛있어서 추어탕을 좋아하는데 맛있어요","{'걸쭉한데 부드럽고 너무 자극적이진 않으면서': '맛/향/풍미', '몸이 좋아지는 맛이에요': '맛/향/풍미', '맛있어서 추어탕을 좋아하는데 맛있어요': '맛/향/풍미'}"
9313,"한 팩이 생각보다 양이 많아서 둘이서 나눠 먹었어요 
끓이려고 냄비에 부었는데 부을 때 바로 느껴지는 걸쭉함에 먼저 만족하고 먹어 보고 맛에 또 만족

추어탕은 걸쭉한이 잘 표현되는 이미지
아이들도 첨에 낯설어 하더니 한 번 먹어 보고는 한 그릇 싹 비우네요 간편해서 놀러 갈 때 싸 가도 좋을 거 같아요 집에서 몸보신용으로도 강추고 어르신들 먹기에도 진한 국물에 무엇보다 간편해서 좋을 듯요
쟁여 놨다 입맛 없을 때나 저녁 준비 못 했을 때 짠 하고 차려 줘야겠어요","{'한 팩이 생각보다 양이 많아서 둘이서 나눠 먹었어요': '양', '부을 때 바로 느껴지는 걸쭉함에 먼저 만족하고': '맛/향/풍미', '아이들도 첨에 낯설어 하더니 한 번 먹어 보고는 한 그릇 싹 비우네요': '양', '간편해서 놀러 갈 때 싸 가도 좋을 거 같아요': '활용 방법', '집에서 몸보신용으로도 강추고 어르신들 먹기에도 진한 국물에 무엇보다 간편해서 좋을 듯요': '활용 방법', '쟁여 놨다 입맛 없을 때나 저녁 준비 못 했을 때 짠 하고 차려 줘야겠어요': '활용 방법'}"
9314,"이야 얼큰합니당 
추어탕 원래 좋아하지만
본 죽이라 더 맛있는 거 같네요
시래기도 그득하고
국물도 진하고 밥도둑이에요","{'이야 얼큰합니당': '맛/향/풍미', '본 죽이라 더 맛있는 거 같네요': '맛/향/풍미', '시래기도 그득하고': '양', '국물도 진하고 밥도둑이에요': '맛/향/풍미'}"
9315,개인적으로 칼칼한 걸 좋아해서 살짝 고춧가루도 조금 첨가해서 끓여 먹었는데 적당히 맵칼하고 맛있어요  비리거나 하지 않고 우거지도 많이 들어 있어서 둘이서 한 끼 식사로 아주 좋습니다,"{'살짝 고춧가루도 조금 첨가해서 끓여 먹었는데': '활용 방법', '적당히 맵칼하고 맛있어요': '맛/향/풍미', '비리거나 하지 않고': '맛/향/풍미', '우거지도 많이 들어 있어서': '양', '둘이서 한 끼 식사로 아주 좋습니다': '양'}"
9316,본 죽제품은 워낙 믿고 사는 제품이라 고민 안 하고 구매했는데 생각보다 더 걸쭉하고 진해서 너무 맛있어요 추어탕 안 먹는 아이들도 잘 먹던걸요 추천 추천해요,"{'본 죽제품은 워낙 믿고 사는 제품이라 고민 안 하고 구매했는데': '보관', '생각보다 더 걸쭉하고 진해서 너무 맛있어요': '맛/향/풍미', '추어탕 안 먹는 아이들도 잘 먹던걸요': '양', '추천 추천해요': '활용 방법'}"
9317,날씨가 너무 더워서 입맛이 없었는데 가끔 추어탕 생각 아 났었거든요 그러다가 찾아낸 본 죽 남 도식 추어탕 청양고추 팍팍 넣어서 같이 먹었어요 근데 진짜 짱 맛있어요 비리지도 않고 잡내도 없이 진하고 적당히 칼해서 몸 보양식 제대로 했습니다,"{'날씨가 너무 더워서 입맛이 없었는데 가끔 추어탕 생각 아 났었거든요': '활용 방법', '청양고추 팍팍 넣어서 같이 먹었어요': '활용 방법', '진짜 짱 맛있어요': '맛/향/풍미', '비리지도 않고 잡내도 없이 진하고 적당히 칼해서 몸 보양식 제대로 했습니다': '맛/향/풍미'}"
9318,본 죽은 죽 집인 줄만 알았는데 추어탕이 먹고 싶어 있길래 시켜 봤는데 왠걸요 추어탕도 맛집이었네요 매콤한 걸 좋아해서 땡초도 좀 넣어 먹으니 더 맛있어요 추어탕 생각날 때 종종 시켜 먹을게요,"{'추어탕도 맛집이었네요': '맛/향/풍미', '매콤한 걸 좋아해서 땡초도 좀 넣어 먹으니 더 맛있어요': '활용 방법', '추어탕 생각날 때 종종 시켜 먹을게요': '활용 방법'}"
9319,"무더위가 길어지면서 기력 보충해야겠다는 생각에 주문한  추어탕입니다 
추어탕 전문 집도 아니고 해서 묽을 줄 알았는데 꽤 걸쭉한 느낌에 시래기도 제법 많이 들어 있네요 
양도 제법 많아서 국 공기에 담으면 34 그릇 정도 나올 양입니다
집에서 혼밥 하면서 이것 저것 차리기 귀찮을 때 끓이기만하면 되서 좋아요 ","{'추어탕입니다': '맛/향/풍미', '꽤 걸쭉한 느낌에 시래기도 제법 많이 들어 있네요': '양', '양도 제법 많아서 국 공기에 담으면 34 그릇 정도 나올 양입니다': '양', '끓이기만하면 되서 좋아요': '활용 방법'}"
9320,더위에 지쳐서 몸 보신을 위해 추어탕 간편하게 먹으려고 구입했어요 걸쭉하고 진한 맛 그대로에요 청양고추 송송 썰어 첨가했더니 칼칼하니 더욱 맛있어졌어요,"{'더위에 지쳐서 몸 보신을 위해 추어탕 간편하게 먹으려고 구입했어요': '활용 방법', '걸쭉하고 진한 맛 그대로에요': '맛/향/풍미', '청양고추 송송 썰어 첨가했더니 칼칼하니 더욱 맛있어졌어요': '맛/향/풍미'}"
9321,"영양 보충해 드리려고 구매했어요 별 기대 안 하고 샀는데 먹어 보니 진한 국물에 시래기는 부들부들 청량 고추 넣으니 칼칼한 국물이 끝내줍니다
어르신들이 넘 잘 드시네요
다음엔 국물에 수제비 넣어서 먹어 봐야겠어요 맛있을 것 같아요","{'영양 보충해 드리려고 구매했어요': '활용 방법', '진한 국물에 시래기는 부들부들': '맛/향/풍미', '청량 고추 넣으니 칼칼한 국물이 끝내줍니다': '맛/향/풍미', '어르신들이 넘 잘 드시네요': '활용 방법', '다음엔 국물에 수제비 넣어서 먹어 봐야겠어요': '활용 방법', '맛있을 것 같아요': '맛/향/풍미'}"
9322,간단하게 먹고 편하게 사용할 수도 있고 ,{}
9323,보양식으로 국물도 시원하고 맛있어요,{'국물도 시원하고 맛있어요': '맛/향/풍미'}
9324,아버님이 추어탕 좋아하셔서 사 드렸어요,{}
9325,본 죽 추어탕이 어떤가 해서 먹어 볼라구,{}
9326,진짜 맛있어요 들깨 가루 2 스푼 정도 추가했고 끓이면서 중간 중간 거품 걷어 냈어요,"{'진짜 맛있어요': '맛/향/풍미', '들깨 가루 2 스푼 정도 추가했고': '활용 방법', '끓이면서 중간 중간 거품 걷어 냈어요': '활용 방법'}"
9327,가끔 구매해서 맛있게 먹고 있습니다,{}
9328,엄청 진하고 걸 죽 해요,{'엄청 진하고 걸 죽 해요': '맛/향/풍미'}
9329,수시로 구매해서 먹는데 맛이 좋아요,{'맛이 좋아요': '맛/향/풍미'}
9330,건강해지는 고단백 추어탕 한 끼 입맛 없을 때 먹고 컨디션 회복되엇습니다,"{'건강해지는 고단백 추어탕 한 끼': '양', '입맛 없을 때 먹고 컨디션 회복되엇습니다': '활용 방법'}"
9331,시래기가 길어서 잘라먹어요 묵직한 맛,"{'시래기가 길어서 잘라먹어요': '활용 방법', '묵직한 맛': '맛/향/풍미'}"
9332,"둘이 먹기에 적당한 양에 맛도
가성비도 괜찮은 거 같아요","{'둘이 먹기에 적당한 양에': '양', '맛도': '맛/향/풍미', '가성비도 괜찮은 거 같아요': '가격'}"
9333,집에서 간편하게 먹을 수 있어서 좋아요,{'집에서 간편하게 먹을 수 있어서 좋아요': '활용 방법'}
9334,국물 진하고 간편하고 맛있었어요,"{'국물 진하고': '맛/향/풍미', '간편하고': '활용 방법', '맛있었어요': '맛/향/풍미'}"
9335,"가장 입에 맞네요
부추 추가하면 더 좋았어요 ","{'가장 입에 맞네요': '맛/향/풍미', '부추 추가하면 더 좋았어요': '맛/향/풍미'}"
9336,추어탕 아버지가 좋아하셔서 자주 사요,{}
9337,걸 죽하고 고소해서 추어탕 강추 합니다 ,"{'걸 죽하고 고소해서': '맛/향/풍미', '추어탕 강추 합니다': '맛/향/풍미'}"
